armed,gender,race,signs_of_mental_illness,threat_level,flee,age_range
baton,M,Black,True,attack,Foot,21-30
gun,M,White,False,other,Not fleeing,31-40
unknown,M,White,False,other,Foot,21-30
unarmed,M,Black,True,attack,Not fleeing,31-40
unarmed,M,Black,False,attack,Not fleeing,21-30
gun,M,Black,False,attack,Not fleeing,41-60
knife,M,White,True,other,Foot,21-30
knife,M,White,True,other,Not fleeing,21-30
ax,M,White,False,other,Other,60-100
gun,M,Hispanic,False,other,Car,41-60
unarmed,M,Black,False,other,Foot,21-30
knife,M,Hispanic,False,other,Foot,41-60
gun,M,Native,False,attack,Other,41-60
crossbow,M,White,False,other,Not fleeing,41-60
unarmed,M,Asian,False,other,Car,21-30
knife,M,Black,False,other,Not fleeing,31-40
gun,M,White,False,attack,Not fleeing,31-40
gun,M,White,True,attack,Not fleeing,41-60
gun,M,White,True,attack,Not fleeing,21-30
gun,M,White,False,other,Not fleeing,41-60
gun,M,Native,True,attack,Not fleeing,31-40
knife,M,White,True,other,Not fleeing,41-60
gun,M,White,True,attack,Not fleeing,21-30
gun,M,Asian,False,attack,Not fleeing,21-30
knife,M,Hispanic,False,attack,Foot,0-20
gun,M,Hispanic,False,attack,Foot,31-40
unarmed,M,Black,True,attack,Not fleeing,31-40
gun,M,White,False,attack,Not fleeing,21-30
gun,M,Hispanic,False,attack,Foot,21-30
unknown,M,Black,False,attack,Not fleeing,31-40
unknown,M,White,False,other,Car,41-60
incendiary device,M,Hispanic,False,other,Not fleeing,41-60
knife,M,White,False,attack,Not fleeing,21-30
unarmed,M,White,False,attack,Not fleeing,41-60
knife,M,Native,False,other,Foot,21-30
gun,F,White,False,attack,Not fleeing,21-30
gun,M,Hispanic,False,attack,Not fleeing,21-30
gun,M,White,False,other,Car,31-40
gun,M,Hispanic,False,attack,Not fleeing,41-60
unarmed,M,White,True,attack,Other,21-30
unknown,M,White,False,undetermined,Not fleeing,21-30
vehicle,F,White,False,attack,Car,31-40
gun,M,Hispanic,False,attack,Not fleeing,41-60
gun and knife,M,White,True,other,Not fleeing,31-40
gun,M,White,False,attack,Foot,21-30
gun,M,White,False,attack,Not fleeing,41-60
unknown,M,White,False,attack,Car,60-100
gun,M,White,True,other,Car,21-30
knife,M,White,False,other,Not fleeing,60-100
gun,M,Hispanic,True,attack,Other,41-60
gun,M,Black,True,attack,Car,31-40
gun,M,White,False,other,Other,31-40
knife,M,White,False,other,Not fleeing,31-40
gun,M,Black,False,other,Not fleeing,60-100
toy weapon,M,White,False,other,Not fleeing,41-60
machete,M,White,False,attack,Not fleeing,21-30
unknown,M,Hispanic,False,attack,Not fleeing,21-30
gun,M,Hispanic,False,other,Not fleeing,31-40
gun,M,Black,False,attack,Not fleeing,60-100
gun,M,White,False,attack,Car,21-30
gun,M,Black,False,attack,Car,41-60
knife,M,Black,False,other,Not fleeing,41-60
gun,M,Black,True,attack,Not fleeing,31-40
knife,M,Hispanic,True,other,Not fleeing,21-30
knife,M,White,False,other,Other,31-40
gun,M,White,False,other,Foot,41-60
gun,M,White,True,undetermined,Not fleeing,41-60
knife,M,Black,True,other,Not fleeing,21-30
gun,M,Hispanic,False,other,Foot,31-40
metal pipe,M,Black,True,attack,Not fleeing,31-40
gun,F,White,False,attack,Not fleeing,41-60
gun,M,White,False,attack,Foot,31-40
gun,M,White,False,attack,Not fleeing,60-100
gun,M,White,False,attack,Not fleeing,41-60
knife,M,Black,False,other,Not fleeing,21-30
vehicle,M,Black,False,attack,Not fleeing,21-30
gun,M,Asian,False,attack,Foot,0-20
gun,M,White,False,other,Foot,41-60
knife,M,Hispanic,True,other,Not fleeing,41-60
gun,M,Hispanic,True,attack,Not fleeing,21-30
gun,M,Asian,False,attack,Not fleeing,31-40
knife,M,White,False,attack,Foot,21-30
gun,M,White,False,attack,Not fleeing,31-40
knife,M,White,True,other,Other,41-60
gun,M,White,False,attack,Not fleeing,31-40
toy weapon,M,Hispanic,False,attack,Not fleeing,21-30
unarmed,M,Black,False,other,Other,21-30
screwdriver,M,Black,False,other,Foot,21-30
screwdriver,M,White,False,other,Not fleeing,41-60
gun,M,White,False,other,Foot,21-30
gun,M,White,False,other,Not fleeing,31-40
knife,M,White,False,attack,Not fleeing,21-30
knife,M,White,False,attack,Not fleeing,21-30
toy weapon,M,White,False,other,Not fleeing,41-60
knife,M,Black,True,other,Foot,31-40
unknown,M,White,False,other,Car,21-30
gun,F,White,False,attack,Not fleeing,60-100
gun,M,Black,False,attack,Not fleeing,21-30
gun,M,White,True,attack,Not fleeing,60-100
machete,M,White,False,other,Not fleeing,31-40
gun,M,White,False,attack,Not fleeing,41-60
gun,M,Black,True,attack,Not fleeing,31-40
gun,M,White,True,undetermined,Not fleeing,21-30
knife,M,Black,False,attack,Not fleeing,31-40
gun,M,Black,False,attack,Other,41-60
knife,M,White,False,other,Not fleeing,31-40
gun,M,White,False,other,Car,31-40
gun,M,Hispanic,False,other,Car,41-60
gun,M,Black,False,attack,Other,31-40
vehicle,M,White,False,attack,Not fleeing,31-40
gun,M,Hispanic,False,attack,Not fleeing,41-60
toy weapon,M,White,True,attack,Not fleeing,21-30
knife,M,Native,False,other,Not fleeing,31-40
screwdriver,M,Black,True,attack,Car,41-60
unknown,M,Black,False,attack,Car,21-30
vehicle,M,White,False,attack,Car,31-40
unknown,M,White,False,attack,Car,41-60
knife,M,White,False,attack,Not fleeing,31-40
gun,M,White,False,attack,Foot,41-60
gun,M,Black,False,attack,Not fleeing,31-40
knife,M,Native,True,other,Not fleeing,31-40
gun,M,Black,False,attack,Not fleeing,41-60
vehicle,M,White,True,other,Car,41-60
unarmed,M,Black,False,other,Not fleeing,41-60
gun,M,White,False,attack,Not fleeing,0-20
knife,M,White,False,other,Other,41-60
gun,M,Black,False,other,Foot,21-30
gun,M,White,False,attack,Not fleeing,21-30
gun,M,Hispanic,False,attack,Foot,31-40
gun,M,Hispanic,False,other,Foot,41-60
gun,M,Black,False,attack,Other,21-30
gun,M,White,False,attack,Foot,41-60
knife,M,Black,False,attack,Not fleeing,41-60
gun,M,White,False,other,Car,31-40
gun,M,Black,False,attack,Not fleeing,31-40
unknown,F,White,False,attack,Car,41-60
knife,F,Asian,True,other,Not fleeing,31-40
gun,M,White,False,other,Not fleeing,41-60
gun,M,Hispanic,False,attack,Not fleeing,21-30
gun,M,White,False,attack,Not fleeing,41-60
unarmed,M,White,False,attack,Foot,31-40
unknown,M,White,False,other,Not fleeing,41-60
gun,M,White,False,attack,Not fleeing,41-60
gun,M,White,False,attack,Not fleeing,21-30
knife,M,Black,False,other,Not fleeing,60-100
samurai sword,M,White,False,other,Not fleeing,41-60
ax,M,White,False,other,Other,41-60
gun,M,White,False,attack,Not fleeing,41-60
gun,M,Hispanic,False,other,Other,21-30
gun,M,Black,False,attack,Not fleeing,60-100
gun,M,Black,False,attack,Car,21-30
machete,M,Hispanic,True,attack,Not fleeing,21-30
knife,M,White,False,attack,Not fleeing,21-30
gun,M,White,False,attack,Car,21-30
gun,M,White,False,attack,Not fleeing,21-30
vehicle,F,White,False,attack,Car,21-30
gun,M,White,True,attack,Not fleeing,60-100
gun,M,White,False,attack,Car,31-40
Taser,M,Black,False,attack,Car,31-40
gun,M,White,False,attack,Not fleeing,31-40
unknown,M,Hispanic,False,attack,Car,31-40
gun,M,White,False,other,Not fleeing,21-30
gun,F,White,False,attack,Car,41-60
gun,M,White,True,other,Not fleeing,41-60
gun,F,Hispanic,False,other,Not fleeing,41-60
gun,M,White,False,attack,Not fleeing,41-60
gun,M,White,False,attack,Not fleeing,60-100
toy weapon,M,White,False,other,Other,31-40
knife,M,Hispanic,False,other,Foot,41-60
gun,M,Black,False,attack,Not fleeing,31-40
vehicle,M,White,False,attack,Not fleeing,41-60
gun,M,White,False,other,Not fleeing,31-40
knife,M,White,False,other,Not fleeing,31-40
gun,M,White,False,attack,Foot,41-60
gun,M,White,False,attack,Not fleeing,41-60
knife,M,Native,False,attack,Not fleeing,21-30
gun,M,White,False,attack,Car,41-60
unknown,M,Black,False,other,Not fleeing,21-30
gun,M,White,False,attack,Not fleeing,31-40
gun,M,Black,False,attack,Not fleeing,21-30
unarmed,M,White,False,attack,Not fleeing,21-30
gun,M,White,False,attack,Not fleeing,41-60
gun,M,White,False,other,Not fleeing,41-60
gun,M,Hispanic,False,attack,Not fleeing,31-40
unarmed,M,Black,False,attack,Car,21-30
gun,M,White,False,other,Car,31-40
knife,M,White,False,other,Not fleeing,41-60
gun,M,White,False,attack,Not fleeing,31-40
unknown,M,Hispanic,False,other,Other,21-30
hatchet,M,White,False,other,Car,21-30
unknown,M,White,False,attack,Other,60-100
gun,M,White,False,attack,Not fleeing,31-40
gun,M,Hispanic,False,attack,Not fleeing,31-40
gun,M,White,False,other,Foot,31-40
gun,M,White,True,attack,Foot,41-60
unknown,M,Black,False,attack,Car,41-60
knife,M,Hispanic,False,other,Not fleeing,41-60
gun,F,White,False,attack,Foot,31-40
knife,M,White,True,other,Not fleeing,21-30
unarmed,F,Hispanic,False,attack,Not fleeing,31-40
unarmed,M,White,False,attack,Foot,31-40
unarmed,M,White,True,attack,Not fleeing,31-40
vehicle,M,White,False,attack,Not fleeing,21-30
knife,M,White,True,other,Not fleeing,31-40
gun,M,White,False,other,Not fleeing,41-60
knife,M,Hispanic,True,other,Not fleeing,41-60
gun,M,White,False,attack,Not fleeing,60-100
gun,M,White,False,attack,Car,21-30
gun,M,Native,False,other,Not fleeing,31-40
metal pipe,M,Hispanic,False,attack,Not fleeing,41-60
toy weapon,M,White,False,other,Foot,0-20
pick-axe,M,Hispanic,False,attack,Foot,21-30
gun,M,Black,False,undetermined,Not fleeing,21-30
knife,F,White,True,other,Not fleeing,41-60
knife,M,Black,False,attack,Car,41-60
unarmed,M,Hispanic,False,attack,Not fleeing,21-30
knife,M,Asian,True,attack,Not fleeing,41-60
knife,M,White,False,other,Not fleeing,31-40
unknown,M,Black,False,attack,Car,41-60
unarmed,M,Hispanic,False,other,Car,31-40
gun,M,Hispanic,False,attack,Car,31-40
gun,M,White,False,attack,Foot,41-60
gun,M,Hispanic,True,attack,Not fleeing,41-60
gun,M,White,True,other,Not fleeing,21-30
gun,M,Black,False,other,Other,21-30
glass shard,M,Hispanic,False,other,Other,41-60
gun,M,White,True,attack,Not fleeing,41-60
gun,M,White,True,other,Not fleeing,41-60
gun,M,White,False,attack,Car,31-40
knife,F,White,False,other,Other,21-30
gun,M,Black,False,attack,Not fleeing,21-30
gun,M,White,False,other,Not fleeing,41-60
unarmed,M,White,False,undetermined,Not fleeing,31-40
gun,M,White,True,attack,Car,41-60
unknown,F,Black,False,other,Car,31-40
gun,M,White,False,attack,Not fleeing,41-60
unknown,M,White,False,other,Foot,31-40
unarmed,M,Black,True,attack,Not fleeing,41-60
knife,M,Hispanic,False,other,Car,21-30
gun,M,Black,False,attack,Car,31-40
unarmed,M,White,False,other,Not fleeing,31-40
gun,M,Black,False,attack,Not fleeing,21-30
gun,M,Black,True,attack,Other,21-30
knife,M,White,False,other,Not fleeing,31-40
gun,M,White,False,attack,Not fleeing,41-60
toy weapon,M,White,True,attack,Not fleeing,21-30
gun,M,Hispanic,False,attack,Foot,21-30
gun and car,M,Black,False,attack,Car,0-20
gun,M,Black,False,attack,Not fleeing,31-40
sword,F,White,False,undetermined,Not fleeing,21-30
gun,M,White,True,other,Not fleeing,31-40
gun,M,Hispanic,False,other,Not fleeing,41-60
unarmed,M,White,False,other,Foot,41-60
knife,M,Black,False,other,Not fleeing,31-40
unarmed,M,Hispanic,False,attack,Car,41-60
gun,M,Black,False,attack,Not fleeing,31-40
gun,M,Hispanic,False,other,Not fleeing,41-60
gun,M,White,False,attack,Not fleeing,60-100
gun,M,Black,False,attack,Not fleeing,21-30
unarmed,M,Black,False,undetermined,Foot,0-20
knife,M,White,False,attack,Not fleeing,41-60
unarmed,M,Black,False,attack,Foot,31-40
metal pole,M,White,False,other,Not fleeing,41-60
knife,M,White,False,attack,Not fleeing,31-40
knife,M,Black,False,attack,Not fleeing,31-40
knife,M,White,False,attack,Not fleeing,31-40
knife,M,White,True,attack,Not fleeing,21-30
gun,M,Black,False,attack,Foot,31-40
knife,M,Black,False,attack,Not fleeing,21-30
gun,M,White,False,attack,Not fleeing,41-60
gun and knife,M,White,False,other,Not fleeing,41-60
bow and arrow,M,Other,True,attack,Not fleeing,31-40
unknown,M,Hispanic,False,undetermined,Other,0-20
gun,M,White,False,attack,Car,21-30
gun,M,White,False,other,Car,31-40
gun,M,White,False,attack,Foot,31-40
gun,M,Hispanic,False,attack,Car,31-40
gun,M,White,False,attack,Not fleeing,31-40
gun,M,White,True,attack,Not fleeing,41-60
unknown,M,Black,False,undetermined,Car,21-30
gun,M,White,False,undetermined,Other,41-60
gun,M,Black,False,attack,Not fleeing,0-20
ax,M,White,False,other,Other,31-40
knife,M,White,False,other,Foot,31-40
gun,M,White,True,attack,Car,41-60
gun,M,White,False,attack,Foot,31-40
sword,M,Asian,False,other,Not fleeing,60-100
knife,M,White,False,other,Not fleeing,21-30
gun,M,White,False,attack,Not fleeing,41-60
knife,M,Black,False,attack,Not fleeing,41-60
gun,M,Black,False,other,Foot,31-40
knife,M,White,False,attack,Not fleeing,41-60
knife,M,Native,False,attack,Not fleeing,31-40
gun,M,Hispanic,True,attack,Not fleeing,31-40
unarmed,M,White,False,attack,Foot,21-30
knife,M,Asian,False,other,Not fleeing,60-100
gun,F,Hispanic,False,attack,Other,31-40
gun,M,White,True,other,Not fleeing,41-60
toy weapon,M,White,True,attack,Not fleeing,31-40
gun,M,Black,False,attack,Not fleeing,41-60
incendiary device,M,Asian,False,other,Other,31-40
unarmed,M,White,False,attack,Foot,21-30
knife,M,White,True,attack,Not fleeing,41-60
unarmed,M,Black,False,undetermined,Other,31-40
gun,M,White,False,other,Not fleeing,31-40
gun,M,White,True,other,Not fleeing,41-60
knife,M,White,False,attack,Not fleeing,41-60
gun,M,Hispanic,False,attack,Car,41-60
gun,M,White,True,other,Car,21-30
toy weapon,M,Hispanic,False,other,Not fleeing,31-40
gun,M,Hispanic,False,attack,Car,21-30
gun,M,Hispanic,False,attack,Not fleeing,21-30
knife,M,White,True,attack,Not fleeing,0-20
gun,M,Black,False,other,Foot,31-40
gun,M,Black,False,attack,Not fleeing,60-100
gun,M,Black,False,attack,Not fleeing,21-30
gun,M,White,True,attack,Not fleeing,31-40
gun,M,Hispanic,False,attack,Not fleeing,21-30
unknown,M,White,False,other,Car,21-30
gun,M,Hispanic,False,other,Other,41-60
gun,M,Hispanic,False,attack,Car,21-30
gun,M,White,False,attack,Not fleeing,41-60
gun,M,Hispanic,False,attack,Not fleeing,31-40
gun,M,White,False,attack,Not fleeing,31-40
gun,M,White,False,attack,Not fleeing,31-40
gun,M,Hispanic,False,other,Foot,0-20
gun,M,Hispanic,False,other,Other,21-30
toy weapon,M,Hispanic,False,attack,Not fleeing,31-40
gun,M,White,False,attack,Foot,0-20
gun,M,Other,False,attack,Car,31-40
gun,M,White,False,attack,Not fleeing,31-40
gun,M,Hispanic,False,attack,Car,41-60
gun and car,M,White,False,attack,Foot,31-40
vehicle,M,Hispanic,False,attack,Not fleeing,21-30
knife,M,White,False,attack,Not fleeing,41-60
unarmed,F,Hispanic,False,other,Foot,21-30
toy weapon,M,Hispanic,True,other,Foot,41-60
vehicle,M,White,False,attack,Car,0-20
gun,M,White,False,attack,Not fleeing,0-20
unknown,M,Hispanic,False,other,Not fleeing,31-40
box cutter,M,Hispanic,False,attack,Foot,31-40
machete,M,Hispanic,True,other,Not fleeing,31-40
gun,M,White,True,attack,Not fleeing,60-100
knife,M,Hispanic,True,other,Not fleeing,31-40
vehicle,F,White,False,attack,Car,31-40
gun,M,Black,False,other,Car,0-20
gun,M,White,False,other,Not fleeing,41-60
vehicle,M,White,False,attack,Car,41-60
gun,M,Black,True,attack,Not fleeing,21-30
gun,M,Hispanic,False,other,Not fleeing,31-40
unarmed,M,White,True,other,Not fleeing,41-60
gun,M,White,True,attack,Not fleeing,60-100
gun,M,Black,False,other,Foot,21-30
gun,M,Hispanic,False,other,Not fleeing,0-20
gun,M,White,False,other,Not fleeing,31-40
toy weapon,M,Hispanic,False,undetermined,Not fleeing,21-30
gun,M,White,False,attack,Not fleeing,31-40
gun,M,Asian,True,attack,Not fleeing,41-60
unarmed,F,Black,False,other,Other,60-100
gun,M,Hispanic,False,attack,Not fleeing,31-40
gun,M,Black,False,other,Foot,21-30
unarmed,M,Hispanic,False,undetermined,Not fleeing,41-60
unknown,M,White,False,undetermined,Car,31-40
gun,M,White,False,attack,Not fleeing,31-40
gun,M,White,False,other,Not fleeing,31-40
gun,M,Black,False,attack,Foot,31-40
gun,M,Hispanic,False,attack,Not fleeing,21-30
gun,M,Black,False,other,Foot,21-30
gun,M,White,False,other,Not fleeing,41-60
gun,M,Hispanic,False,attack,Not fleeing,31-40
gun,M,Black,False,attack,Car,41-60
toy weapon,M,White,False,attack,Not fleeing,0-20
gun,M,Black,False,attack,Not fleeing,31-40
gun,M,White,True,attack,Not fleeing,41-60
gun,M,White,True,attack,Not fleeing,31-40
Taser,M,Hispanic,True,other,Not fleeing,21-30
gun,M,White,True,attack,Not fleeing,31-40
gun,M,White,True,other,Not fleeing,31-40
gun,M,Native,False,other,Not fleeing,41-60
baseball bat,M,White,True,attack,Not fleeing,21-30
gun,M,White,False,attack,Not fleeing,60-100
knife,M,Black,True,attack,Not fleeing,60-100
metal pipe,M,Black,False,attack,Not fleeing,31-40
gun,M,Black,False,attack,Not fleeing,41-60
gun,M,White,False,attack,Not fleeing,21-30
gun,M,Hispanic,False,other,Other,60-100
gun,M,Hispanic,False,other,Other,41-60
vehicle,M,White,False,other,Car,21-30
vehicle,M,White,False,attack,Not fleeing,21-30
chain,M,Black,False,attack,Not fleeing,41-60
knife,M,Black,False,attack,Not fleeing,41-60
gun,M,Black,False,attack,Foot,41-60
gun,M,White,True,attack,Not fleeing,31-40
gun,M,Black,False,other,Foot,41-60
gun,M,Black,False,attack,Foot,21-30
gun,M,White,False,attack,Other,41-60
knife,M,White,True,undetermined,Not fleeing,31-40
gun,M,Hispanic,False,attack,Foot,21-30
gun,M,Black,False,attack,Car,41-60
gun,M,Black,False,attack,Foot,31-40
gun,M,Black,True,other,Not fleeing,41-60
gun,M,White,True,other,Not fleeing,31-40
gun and knife,M,Hispanic,True,attack,Not fleeing,31-40
gun,M,White,False,attack,Not fleeing,41-60
knife,M,Black,False,attack,Not fleeing,31-40
gun,M,Black,False,attack,Other,21-30
gun,M,Hispanic,False,other,Other,0-20
knife,M,White,False,other,Not fleeing,31-40
gun,M,Hispanic,False,other,Foot,21-30
toy weapon,M,Black,False,other,Not fleeing,21-30
gun,M,Black,False,attack,Not fleeing,31-40
gun,M,White,False,other,Not fleeing,31-40
vehicle,M,Black,False,attack,Car,31-40
gun,M,White,False,attack,Not fleeing,31-40
vehicle,F,Hispanic,False,other,Not fleeing,31-40
sharp object,F,White,False,attack,Not fleeing,21-30
crossbow,M,White,True,attack,Not fleeing,41-60
toy weapon,M,Black,False,attack,Not fleeing,21-30
knife,M,Hispanic,False,other,Other,41-60
gun,M,White,True,other,Not fleeing,0-20
gun,M,White,False,attack,Not fleeing,21-30
gun,F,White,False,attack,Car,31-40
gun,F,White,True,attack,Not fleeing,41-60
gun and vehicle,M,White,False,attack,Car,21-30
gun,M,White,False,attack,Not fleeing,21-30
knife,M,White,True,other,Not fleeing,31-40
unknown,M,Hispanic,False,other,Not fleeing,31-40
gun,M,White,True,attack,Not fleeing,0-20
gun,M,White,False,other,Not fleeing,60-100
vehicle,M,Black,False,attack,Car,0-20
gun,F,White,False,attack,Not fleeing,41-60
toy weapon,F,Hispanic,True,other,Not fleeing,41-60
gun,M,White,True,attack,Not fleeing,60-100
knife,M,White,True,other,Not fleeing,31-40
gun,M,White,False,attack,Not fleeing,60-100
vehicle,M,Black,False,attack,Car,21-30
gun,M,Hispanic,False,other,Other,60-100
knife,M,White,True,other,Not fleeing,41-60
gun,M,Black,False,attack,Foot,21-30
knife,M,White,False,attack,Not fleeing,21-30
unarmed,M,Black,False,undetermined,Not fleeing,21-30
unknown,M,White,False,undetermined,Car,31-40
gun,M,White,False,attack,Not fleeing,41-60
toy weapon,M,Black,False,attack,Foot,0-20
gun,M,Black,False,attack,Other,21-30
gun,M,White,False,attack,Not fleeing,60-100
gun,M,Black,False,attack,Not fleeing,31-40
gun and knife,F,Black,False,other,Not fleeing,31-40
gun,M,White,False,attack,Other,41-60
gun,M,Hispanic,False,attack,Not fleeing,31-40
gun,M,Black,False,attack,Not fleeing,31-40
gun,M,Black,False,attack,Not fleeing,41-60
gun,M,White,False,attack,Not fleeing,31-40
gun,M,White,True,attack,Not fleeing,41-60
gun,M,White,False,attack,Not fleeing,31-40
knife,M,White,False,attack,Not fleeing,41-60
